observation,sender,sender_type,sender_id,response,response_action,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,distractors,german,swahili,enc,distractor1,distractor2,distractor3,response_2,x,correct,x_2,url_vp,url_sess,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit
a31fe,Introduction general,canvas.Screen,0,weiter,keypress(q),response,36010.700000012,378,369.19,385.6,36396.300000012,36399.099999964,2024-05-31T18:13:42Z,36413.7,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,3,20.2.4,https://neurocog.fernuni.ch/studies/vweber/aberisha/encoding_immediate/index.html?vp=224&sess=3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Win32,de-DE,de,Europe/Zurich,-120,1536,864,1536,682,1536,730,1.25,production,f5b4a49f956347addd546a832a3327688c2c0fef
a31fe,Introduction practice,canvas.Screen,1_0,NA,keypress(Space),response,7979.1999999762,36399.800000012,36397.752,36413.7,44392.899999976,44393.699999988,2024-05-31T18:13:50Z,44425.9,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a31fe,Deep Question,html.Page,1_1_0_0_0,NA,NA,form submission,6717.1999999642,44394.199999988,44409.1,44425.9,51143.099999964,51143.399999976,2024-05-31T18:13:57Z,51154.7,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,asdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a31fe,"""Richtig""-Screen",canvas.Screen,1_1_0_0_1,NA,NA,skipped,NA,51145.199999988,NA,NA,51143.099999964,51145.5,2024-05-31T18:13:57Z,51154.7,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a31fe,"""Falsch""-Screen",canvas.Screen,1_1_0_0_2,NA,NA,timeout,4997.1,51147,51138.424,51154.7,56135.2,56136.5,2024-05-31T18:14:02Z,56151.8,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a31fe,deep,flow.Sequence,1_1_0_0,NA,NA,completion,11709.3,44394.099999964,44409.1,44425.9,56135.2,56137,2024-05-31T18:14:02Z,56151.8,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a31fe,shallow,flow.Sequence,1_1_0_1,NA,NA,skipped,NA,56137.199999988,NA,NA,56135.2,56137.399999976,2024-05-31T18:14:02Z,56151.8,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a31fe,task,flow.Sequence,1_1_0,NA,NA,completion,11709.3,44394.099999964,44409.1,44425.9,56135.2,56137.699999988,2024-05-31T18:14:02Z,56151.8,"c(""distractor1"", ""distractor2"", ""distractor3"")",Qualität,mtindo,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a31fe,deep,flow.Sequence,1_1_1_0,NA,NA,skipped,NA,56137.899999976,NA,NA,56135.2,56138,2024-05-31T18:14:02Z,56151.8,"c(""distractor1"", ""distractor2"", ""distractor3"")",Kritik,lawama,s,dereva,nafasi,mawazo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a31fe,Shallow Question,html.Page,1_1_1_1_0,NA,NA,form submission,9863.3999999881,56138.300000012,56135.2,56151.8,66015.199999988,66015.5,2024-05-31T18:14:12Z,66028.9,"c(""distractor1"", ""distractor2"", ""distractor3"")",Kritik,lawama,s,dereva,nafasi,mawazo,mawazo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
