observation,sender,sender_type,sender_id,response,response_action,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,distractors,german,swahili,enc,distractor1,distractor2,distractor3,response_2,x,correct,x_2,url_vp,url_sess,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit
8404d,Introduction general,canvas.Screen,0,weiter,keypress(q),response,4253.065,296,171.273,287.935,4541,4546.3000000007,2023-06-01T12:07:46Z,4554.431,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,3,20.2.4,https://neurocog.fernuni.ch/studies/vweber/encoding_immediate/index.html?vp=121&sess=3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36",MacIntel,de-DE,de,Europe/Zurich,-120,1440,900,1440,660,1440,708,2,production,f5b4a49f956347addd546a832a3327688c2c0fef
8404d,Introduction practice,canvas.Screen,1_0,NA,keypress(Space),response,856.76899999926,4546.6000000015,4537.765,4554.431,5411.1999999993,5414.4000000022,2023-06-01T12:07:47Z,5421.063,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8404d,deep,flow.Sequence,1_1_0_0,NA,NA,skipped,NA,5414.8000000007,NA,NA,5411.1999999993,5415.1999999993,2023-06-01T12:07:47Z,5421.063,"c(""distractor1"", ""distractor2"", ""distractor3"")",Kritik,lawama,s,dereva,nafasi,mawazo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8404d,Shallow Question,html.Page,1_1_0_1_0,NA,NA,form submission,22256.937,5415.4000000022,5404.397,5421.063,27678,27678.400000002,2023-06-01T12:08:09Z,27688.265,"c(""distractor1"", ""distractor2"", ""distractor3"")",Kritik,lawama,s,dereva,nafasi,mawazo,dereva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8404d,"""Richtig""-Screen",canvas.Screen,1_1_0_1_1,NA,NA,skipped,NA,27680.199999999,NA,NA,27678,27680.300000001,2023-06-01T12:08:09Z,27688.265,"c(""distractor1"", ""distractor2"", ""distractor3"")",Kritik,lawama,s,dereva,nafasi,mawazo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8404d,"""Falsch""-Screen",canvas.Screen,1_1_0_1_2,NA,NA,timeout,4999.8,27681.199999999,27671.599,27688.265,32671.399,32677.400000002,2023-06-01T12:08:14Z,32688.065,"c(""distractor1"", ""distractor2"", ""distractor3"")",Kritik,lawama,s,dereva,nafasi,mawazo,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8404d,shallow,flow.Sequence,1_1_0_1,NA,NA,completion,27250.336,5415.3000000007,5404.397,5421.063,32671.399,32677.900000002,2023-06-01T12:08:14Z,32688.065,"c(""distractor1"", ""distractor2"", ""distractor3"")",Kritik,lawama,s,dereva,nafasi,mawazo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8404d,task,flow.Sequence,1_1_0,NA,NA,completion,27250.336,5414.8000000007,5404.397,5421.063,32671.399,32678.199999999,2023-06-01T12:08:14Z,32688.065,"c(""distractor1"", ""distractor2"", ""distractor3"")",Kritik,lawama,s,dereva,nafasi,mawazo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8404d,deep,flow.Sequence,1_1_1_0,NA,NA,skipped,NA,32678.400000002,NA,NA,32671.399,32678.5,2023-06-01T12:08:14Z,32688.065,"c(""distractor1"", ""distractor2"", ""distractor3"")",Rückhalt,msaada,s,muhula,auwali,kiwimbe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8404d,Shallow Question,html.Page,1_1_1_1_0,NA,NA,form submission,7688.1349999993,32678.699999999,32671.399,32688.065,40376.199999999,40376.900000002,2023-06-01T12:08:22Z,40388.34,"c(""distractor1"", ""distractor2"", ""distractor3"")",Rückhalt,msaada,s,muhula,auwali,kiwimbe,muhula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
