sender,sender_type,sender_id,timestamp,meta,,German,Swahili,correct,distractor1,distractor2,distractor3,distractors,duration,enc,ended_on,response,response_,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url,x
shallow,flow.Sequence,5_0_1_0_3_1,2023-01-08T10:25:32.060Z,,sdfdsf,Papier,karatasi,,,,,,NaN,d,skipped,,,,885485.9000000004,885483.173,,885485.8000000007,,885499.839,,1
task  ,flow.Sequence,5_0_1_0_3,2023-01-08T10:25:32.060Z,,sdfdsf,Papier,karatasi,,,,,,9316.82899999991,d,completion,,,,885486.1000000015,885483.173,876149.678,876152.7000000011,876166.344,885499.839,,1
deep,flow.Sequence,5_0_1_0_4_0,2023-01-08T10:25:32.060Z,,sdfdsf,Körper,kiwiliwili,,mapambano,mpatanishi,kiolezo,,NaN,s,skipped,,,,885486.4000000004,885483.173,,885486.2000000011,,885499.839,,1
Shallow Question,html.Page,5_0_1_0_4_1_0,2023-01-08T10:25:36.712Z,,,Körper,kiwiliwili,,mapambano,mpatanishi,kiolezo,,4637.660999999964,s,form submission,,kiwiliwili,,890137.9000000004,890137.5,885483.173,885486.5,885499.839,890150.164,,1
"""Richtig""-Screen",canvas.Screen,5_0_1_0_4_1_1,2023-01-08T10:25:41.709Z,,sdfdsf,Körper,kiwiliwili,1,mapambano,mpatanishi,kiolezo,,4999.800000000047,s,timeout,,,,895135.8000000007,895133.298,890133.498,890141.2000000011,890150.164,895149.964,,1
"""Falsch""-Screen",canvas.Screen,5_0_1_0_4_1_2,2023-01-08T10:25:41.715Z,,sdfdsf,Körper,kiwiliwili,,mapambano,mpatanishi,kiolezo,,NaN,s,skipped,,,,895141,895133.298,,895140.9000000004,,895149.964,,1
shallow,flow.Sequence,5_0_1_0_4_1,2023-01-08T10:25:41.715Z,,sdfdsf,Körper,kiwiliwili,,mapambano,mpatanishi,kiolezo,,9633.458999999915,s,completion,,,,895141.3000000007,895133.298,885483.173,885486.5,885499.839,895149.964,,1
task  ,flow.Sequence,5_0_1_0_4,2023-01-08T10:25:41.715Z,,sdfdsf,Körper,kiwiliwili,,mapambano,mpatanishi,kiolezo,,9633.458999999915,s,completion,,,,895141.4000000004,895133.298,885483.173,885486.2000000011,885499.839,895149.964,,1
deep,flow.Sequence,5_0_1_0_5_0,2023-01-08T10:25:41.715Z,,sdfdsf,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,NaN,s,skipped,,,,895141.7000000011,895133.298,,895141.6000000015,,895149.964,,1
Shallow Question,html.Page,5_0_1_0_5_1_0,2023-01-08T10:25:44.528Z,,,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,2804.436000000336,s,form submission,,mshindwa,,897955,897954.4000000004,895133.298,895141.8000000007,895149.964,897966.518,,1
"""Richtig""-Screen",canvas.Screen,5_0_1_0_5_1_1,2023-01-08T10:25:44.530Z,,sdfdsf,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,NaN,s,skipped,,,,897956.7000000011,897954.4000000004,,897956.6000000015,,897966.518,,1
"""Falsch""-Screen",canvas.Screen,5_0_1_0_5_1_2,2023-01-08T10:25:49.526Z,,sdfdsf,Entwicklung,maendeleo,0,uangavu,mshindwa,badiliko,,4999.79999999993,s,timeout,,,,902952.1000000015,902949.652,897949.852,897957.5,897966.518,902966.318,,1
shallow,flow.Sequence,5_0_1_0_5_1,2023-01-08T10:25:49.526Z,,sdfdsf,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,7799.6879999999655,s,completion,,,,902952.6000000015,902949.652,895133.298,895141.7000000011,895149.964,902966.318,,1
task  ,flow.Sequence,5_0_1_0_5,2023-01-08T10:25:49.526Z,,sdfdsf,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,7799.6879999999655,s,completion,,,,902952.9000000004,902949.652,895133.298,895141.5,895149.964,902966.318,,1
deep,flow.Sequence,5_0_1_0_6_0,2023-01-08T10:25:49.527Z,,sdfdsf,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,NaN,s,skipped,,,,902953.3000000007,902949.652,,902953.1000000015,,902966.318,,1
Shallow Question,html.Page,5_0_1_0_6_1_0,2023-01-08T10:25:59.996Z,,,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,10455.982000000775,s,form submission,,mashtaka,,913422.8000000007,913422.3000000007,902949.652,902953.4000000004,902966.318,913433.792,,1
"""Richtig""-Screen",canvas.Screen,5_0_1_0_6_1_1,2023-01-08T10:26:04.993Z,,sdfdsf,Vorwurf,mashtaka,1,msukumo,mtangulizi,uenyekiti,,4999.79999999993,s,timeout,,,,918419.4000000004,918416.926,913417.126,913426,913433.792,918433.592,,1
"""Falsch""-Screen",canvas.Screen,5_0_1_0_6_1_2,2023-01-08T10:26:04.997Z,,sdfdsf,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,NaN,s,skipped,,,,918423.6000000015,918416.926,,918423.5,,918433.592,,1
shallow,flow.Sequence,5_0_1_0_6_1,2023-01-08T10:26:04.997Z,,sdfdsf,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,15450.608000000007,s,completion,,,,918423.9000000004,918416.926,902949.652,902953.3000000007,902966.318,918433.592,,1
task  ,flow.Sequence,5_0_1_0_6,2023-01-08T10:26:04.997Z,,sdfdsf,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,15450.608000000007,s,completion,,,,918424,918416.926,902949.652,902953,902966.318,918433.592,,1
Deep Question,html.Page,5_0_1_0_7_0_0,2023-01-08T10:26:08.144Z,,,Niveau,kiwango,,,,,,3136.908000000054,d,form submission,,2,,921570.7000000011,921570.5,918416.926,918424.1000000015,918433.592,921583.466,,1
"""Richtig""-Screen",canvas.Screen,5_0_1_0_7_0_1,2023-01-08T10:26:08.147Z,,sdfdsf,Niveau,kiwango,,,,,,NaN,d,skipped,,,,921573.8000000007,921570.5,,921573.7000000011,,921583.466,,1
"""Falsch""-Screen",canvas.Screen,5_0_1_0_7_0_2,2023-01-08T10:26:13.142Z,,sdfdsf,Niveau,kiwango,0,,,,,4999.79999999993,d,timeout,,,,926568.9000000004,926566.6,921566.8,921574.4000000004,921583.466,926583.266,,1
deep,flow.Sequence,5_0_1_0_7_0,2023-01-08T10:26:13.143Z,,sdfdsf,Niveau,kiwango,,,,,,8133.008000000031,d,completion,,,,926569.4000000004,926566.6,918416.926,918424.1000000015,918433.592,926583.266,,1
shallow,flow.Sequence,5_0_1_0_7_1,2023-01-08T10:26:13.143Z,,sdfdsf,Niveau,kiwango,,,,,,NaN,d,skipped,,,,926569.7000000011,926566.6,,926569.5,,926583.266,,1
task  ,flow.Sequence,5_0_1_0_7,2023-01-08T10:26:13.143Z,,sdfdsf,Niveau,kiwango,,,,,,8133.008000000031,d,completion,,,,926569.9000000004,926566.6,918416.926,918424,918433.592,926583.266,,1
block,flow.Loop,5_0_1_0,2023-01-08T10:26:13.143Z,,sdfdsf,,,,,,,,84717.31999999995,,completion,,,,926570.1000000015,926566.6,841832.614,841848.3000000007,841849.28,926583.266,,1
weiter,canvas.Screen,5_0_1_1,2023-01-08T10:26:14.328Z,,sdfdsf,,,,,,,,1165.9340000011725,,response,sdf,,keypress(Space),927755,927749.2000000011,926566.6,926570.3000000007,926583.266,927767.224,,1
check continue,flow.Sequence,5_0_1,2023-01-08T10:26:14.328Z,,sdfdsf,,,,,,,,85899.92000000109,,completion,,,,927755.3000000007,927749.2000000011,841832.614,841848.3000000007,841849.28,927767.224,,1
Deep Question,html.Page,5_0_2_0_0_0_0,2023-01-08T10:26:20.444Z,,,Lawine,banguko,,,,,,6103.275999999954,d,form submission,,banguko,,933870.8000000007,933870.5,927750.558,927779.6000000015,927767.224,933883.646,,2
"""Richtig""-Screen",canvas.Screen,5_0_2_0_0_0_1,2023-01-08T10:26:25.441Z,,sdf,Lawine,banguko,1,,,,,4999.800000000047,d,timeout,,,,938868.3000000007,938866.78,933866.98,933873.3000000007,933883.646,938883.446,,2
"""Falsch""-Screen",canvas.Screen,5_0_2_0_0_0_2,2023-01-08T10:26:25.446Z,,sdf,Lawine,banguko,,,,,,NaN,d,skipped,,,,938872.9000000004,938866.78,,938872.7000000011,,938883.446,,2
deep,flow.Sequence,5_0_2_0_0_0,2023-01-08T10:26:25.446Z,,sdf,Lawine,banguko,,,,,,11099.555999999982,d,completion,,,,938873.1000000015,938866.78,927750.558,927779.6000000015,927767.224,938883.446,,2
shallow,flow.Sequence,5_0_2_0_0_1,2023-01-08T10:26:25.446Z,,sdf,Lawine,banguko,,,,,,NaN,d,skipped,,,,938873.3000000007,938866.78,,938873.2000000011,,938883.446,,2
task  ,flow.Sequence,5_0_2_0_0,2023-01-08T10:26:25.446Z,,sdf,Lawine,banguko,,,,,,11099.555999999982,d,completion,,,,938873.3000000007,938866.78,927750.558,927779.6000000015,927767.224,938883.446,,2
Deep Question,html.Page,5_0_2_0_1_0_0,2023-01-08T10:26:30.426Z,,,System,maongozi,,,,,,4969.654000001494,d,form submission,,1,,943853.3000000007,943853.1000000015,938866.78,938873.5,938883.446,943867.301,,2
"""Richtig""-Screen",canvas.Screen,5_0_2_0_1_0_1,2023-01-08T10:26:30.429Z,,sdf,System,maongozi,,,,,,NaN,d,skipped,,,,943856.2000000011,943853.1000000015,,943856.1000000015,,943867.301,,2
"""Falsch""-Screen",canvas.Screen,5_0_2_0_1_0_2,2023-01-08T10:26:35.426Z,,sdf,System,maongozi,0,,,,,4999.800000000047,d,timeout,,,,948853.3000000007,948850.435,943850.635,943856.8000000007,943867.301,948867.101,,2
deep,flow.Sequence,5_0_2_0_1_0,2023-01-08T10:26:35.427Z,,sdf,System,maongozi,,,,,,9966.98900000006,d,completion,,,,948853.8000000007,948850.435,938866.78,938873.5,938883.446,948867.101,,2
shallow,flow.Sequence,5_0_2_0_1_1,2023-01-08T10:26:35.427Z,,sdf,System,maongozi,,,,,,NaN,d,skipped,,,,948854.1000000015,948850.435,,948854,,948867.101,,2
task  ,flow.Sequence,5_0_2_0_1,2023-01-08T10:26:35.427Z,,sdf,System,maongozi,,,,,,9966.98900000006,d,completion,,,,948854.3000000007,948850.435,938866.78,938873.4000000004,938883.446,948867.101,,2
deep,flow.Sequence,5_0_2_0_2_0,2023-01-08T10:26:35.427Z,,sdf,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,NaN,s,skipped,,,,948854.6000000015,948850.435,,948854.4000000004,,948867.101,,2
Shallow Question,html.Page,5_0_2_0_2_1_0,2023-01-08T10:26:45.878Z,,,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,10437.999000001466,s,form submission,,maendeleo,,959305.7000000011,959305.1000000015,948850.435,948854.7000000011,948867.101,959317.237,,2
"""Richtig""-Screen",canvas.Screen,5_0_2_0_2_1_1,2023-01-08T10:26:50.875Z,,sdf,Entwicklung,maendeleo,1,uangavu,mshindwa,badiliko,,4999.800000000047,s,timeout,,,,964302.5,964300.371,959300.571,959308.7000000011,959317.237,964317.037,,2
"""Falsch""-Screen",canvas.Screen,5_0_2_0_2_1_2,2023-01-08T10:26:50.879Z,,sdf,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,NaN,s,skipped,,,,964306.4000000004,964300.371,,964306.2000000011,,964317.037,,2
shallow,flow.Sequence,5_0_2_0_2_1,2023-01-08T10:26:50.879Z,,sdf,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,15433.270000000019,s,completion,,,,964306.5,964300.371,948850.435,948854.6000000015,948867.101,964317.037,,2
task  ,flow.Sequence,5_0_2_0_2,2023-01-08T10:26:50.879Z,,sdf,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,15433.270000000019,s,completion,,,,964306.7000000011,964300.371,948850.435,948854.4000000004,948867.101,964317.037,,2
deep,flow.Sequence,5_0_2_0_3_0,2023-01-08T10:26:50.880Z,,sdf,Übersicht,kilindo,,mgusano,chipukizi,kulinganisha,,NaN,s,skipped,,,,964306.9000000004,964300.371,,964306.8000000007,,964317.037,,2
Shallow Question,html.Page,5_0_2_0_3_1_0,2023-01-08T10:26:57.028Z,,,Übersicht,kilindo,,mgusano,chipukizi,kulinganisha,,6137.962999999989,s,form submission,,kilindo,,970455.5,970455,964300.371,964307,964317.037,970467.551,,2
"""Richtig""-Screen",canvas.Screen,5_0_2_0_3_1_1,2023-01-08T10:27:02.026Z,,sdf,Übersicht,kilindo,1,mgusano,chipukizi,kulinganisha,,4999.800000000047,s,timeout,,,,975453.5,975450.685,970450.885,970459.1000000015,970467.551,975467.351,,2
"""Falsch""-Screen",canvas.Screen,5_0_2_0_3_1_2,2023-01-08T10:27:02.030Z,,sdf,Übersicht,kilindo,,mgusano,chipukizi,kulinganisha,,NaN,s,skipped,,,,975457.8000000007,975450.685,,975457.6000000015,,975467.351,,2
shallow,flow.Sequence,5_0_2_0_3_1,2023-01-08T10:27:02.030Z,,sdf,Übersicht,kilindo,,mgusano,chipukizi,kulinganisha,,11133.648000000045,s,completion,,,,975457.9000000004,975450.685,964300.371,964306.9000000004,964317.037,975467.351,,2
task  ,flow.Sequence,5_0_2_0_3,2023-01-08T10:27:02.031Z,,sdf,Übersicht,kilindo,,mgusano,chipukizi,kulinganisha,,11133.648000000045,s,completion,,,,975458,975450.685,964300.371,964306.8000000007,964317.037,975467.351,,2
Deep Question,html.Page,5_0_2_0_4_0_0,2023-01-08T10:27:06.480Z,,,Niveau,kiwango,,,,,,4439.949000000721,d,form submission,,kilingo,,979907.8000000007,979907.3000000007,975450.685,975458.2000000011,975467.351,979917.749,,2
"""Richtig""-Screen",canvas.Screen,5_0_2_0_4_0_1,2023-01-08T10:27:06.483Z,,sdf,Niveau,kiwango,,,,,,NaN,d,skipped,,,,979911,979907.3000000007,,979910.7000000011,,979917.749,,2
"""Falsch""-Screen",canvas.Screen,5_0_2_0_4_0_2,2023-01-08T10:27:11.476Z,,sdf,Niveau,kiwango,0,,,,,4999.800000000047,d,timeout,,,,984903.5,984900.883,979901.083,979911.9000000004,979917.749,984917.549,,2
deep,flow.Sequence,5_0_2_0_4_0,2023-01-08T10:27:11.476Z,,sdf,Niveau,kiwango,,,,,,9433.532000000007,d,completion,,,,984904,984900.883,975450.685,975458.1000000015,975467.351,984917.549,,2
shallow,flow.Sequence,5_0_2_0_4_1,2023-01-08T10:27:11.477Z,,sdf,Niveau,kiwango,,,,,,NaN,d,skipped,,,,984904.2000000011,984900.883,,984904.1000000015,,984917.549,,2
task  ,flow.Sequence,5_0_2_0_4,2023-01-08T10:27:11.477Z,,sdf,Niveau,kiwango,,,,,,9433.532000000007,d,completion,,,,984904.5,984900.883,975450.685,975458.1000000015,975467.351,984917.549,,2
deep,flow.Sequence,5_0_2_0_5_0,2023-01-08T10:27:11.477Z,,sdf,Körper,kiwiliwili,,mapambano,mpatanishi,kiolezo,,NaN,s,skipped,,,,984904.7000000011,984900.883,,984904.6000000015,,984917.549,,2
Shallow Question,html.Page,5_0_2_0_5_1_0,2023-01-08T10:27:14.895Z,,,Körper,kiwiliwili,,mapambano,mpatanishi,kiolezo,,3404.451000000001,s,form submission,,kiwiliwili,,988322.5,988322,984900.883,984904.9000000004,984917.549,988334.627,,2
"""Richtig""-Screen",canvas.Screen,5_0_2_0_5_1_1,2023-01-08T10:27:19.892Z,,sdf,Körper,kiwiliwili,1,mapambano,mpatanishi,kiolezo,,4999.800000000047,s,timeout,,,,993319.8000000007,993317.761,988317.961,988325.7000000011,988334.627,993334.427,,2
"""Falsch""-Screen",canvas.Screen,5_0_2_0_5_1_2,2023-01-08T10:27:19.897Z,,sdf,Körper,kiwiliwili,,mapambano,mpatanishi,kiolezo,,NaN,s,skipped,,,,993324.8000000007,993317.761,,993324.7000000011,,993334.427,,2
shallow,flow.Sequence,5_0_2_0_5_1,2023-01-08T10:27:19.897Z,,sdf,Körper,kiwiliwili,,mapambano,mpatanishi,kiolezo,,8400.212000000058,s,completion,,,,993325,993317.761,984900.883,984904.8000000007,984917.549,993334.427,,2
task  ,flow.Sequence,5_0_2_0_5,2023-01-08T10:27:19.897Z,,sdf,Körper,kiwiliwili,,mapambano,mpatanishi,kiolezo,,8400.212000000058,s,completion,,,,993325.1000000015,993317.761,984900.883,984904.6000000015,984917.549,993334.427,,2
Deep Question,html.Page,5_0_2_0_6_0_0,2023-01-08T10:27:27.477Z,,,Papier,karatasi,,,,,,7569.572999999975,d,form submission,,twnago,,1000904.3000000007,1000904,993317.761,993325.2000000011,993334.427,1000917.994,,2
"""Richtig""-Screen",canvas.Screen,5_0_2_0_6_0_1,2023-01-08T10:27:27.479Z,,sdf,Papier,karatasi,,,,,,NaN,d,skipped,,,,1000907.1000000015,1000904,,1000907,,1000917.994,,2
"""Falsch""-Screen",canvas.Screen,5_0_2_0_6_0_2,2023-01-08T10:27:32.476Z,,sdf,Papier,karatasi,0,,,,,4999.800000000047,d,timeout,,,,1005903.7000000011,1005901.128,1000901.328,1000907.7000000011,1000917.994,1005917.794,,2
deep,flow.Sequence,5_0_2_0_6_0,2023-01-08T10:27:32.476Z,,sdf,Papier,karatasi,,,,,,12566.701000000001,d,completion,,,,1005904.3000000007,1005901.128,993317.761,993325.2000000011,993334.427,1005917.794,,2
shallow,flow.Sequence,5_0_2_0_6_1,2023-01-08T10:27:32.477Z,,sdf,Papier,karatasi,,,,,,NaN,d,skipped,,,,1005904.5,1005901.128,,1005904.4000000004,,1005917.794,,2
task  ,flow.Sequence,5_0_2_0_6,2023-01-08T10:27:32.477Z,,sdf,Papier,karatasi,,,,,,12566.701000000001,d,completion,,,,1005904.7000000011,1005901.128,993317.761,993325.2000000011,993334.427,1005917.794,,2
deep,flow.Sequence,5_0_2_0_7_0,2023-01-08T10:27:32.477Z,,sdf,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,NaN,s,skipped,,,,1005904.9000000004,1005901.128,,1005904.8000000007,,1005917.794,,2
Shallow Question,html.Page,5_0_2_0_7_1_0,2023-01-08T10:27:35.728Z,,,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,3237.8060000014957,s,form submission,,mashtaka,,1009156.2000000011,1009155.6000000015,1005901.128,1005905.1000000015,1005917.794,1009168.205,,2
"""Richtig""-Screen",canvas.Screen,5_0_2_0_7_1_1,2023-01-08T10:27:40.725Z,,sdf,Vorwurf,mashtaka,1,msukumo,mtangulizi,uenyekiti,,4999.800000000047,s,timeout,,,,1014153.3000000007,1014151.339,1009151.539,1009159.4000000004,1009168.205,1014168.005,,2
"""Falsch""-Screen",canvas.Screen,5_0_2_0_7_1_2,2023-01-08T10:27:40.729Z,,sdf,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,NaN,s,skipped,,,,1014157.2000000011,1014151.339,,1014157.1000000015,,1014168.005,,2
shallow,flow.Sequence,5_0_2_0_7_1,2023-01-08T10:27:40.729Z,,sdf,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,8233.545000000042,s,completion,,,,1014157.4000000004,1014151.339,1005901.128,1005905,1005917.794,1014168.005,,2
task  ,flow.Sequence,5_0_2_0_7,2023-01-08T10:27:40.729Z,,sdf,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,8233.545000000042,s,completion,,,,1014157.4000000004,1014151.339,1005901.128,1005904.8000000007,1005917.794,1014168.005,,2
block,flow.Loop,5_0_2_0,2023-01-08T10:27:40.730Z,,sdf,,,,,,,,86384.11499999999,,completion,,,,1014157.6000000015,1014151.339,927750.558,927779.6000000015,927767.224,1014168.005,,2
weiter,canvas.Screen,5_0_2_1,2023-01-08T10:27:41.696Z,,sdf,,,,,,,,952.2950000007404,,response,sdf,,keypress(Space),1015123.7000000011,1015120.3000000007,1014151.339,1014157.7000000011,1014168.005,1015134.633,,2
check continue,flow.Sequence,5_0_2,2023-01-08T10:27:41.696Z,,sdf,,,,,,,,87353.0760000007,,completion,,,,1015124.1000000015,1015120.3000000007,927750.558,927779.5,927767.224,1015134.633,,2
Deep Question,html.Page,5_0_3_0_0_0_0,2023-01-08T10:27:46.593Z,,,Papier,karatasi,,,,,,4886.267000000342,d,form submission,,mashtaka,,1020021.2000000011,1020020.9000000004,1015117.967,1015149.4000000004,1015134.633,1020034.978,,3
"""Richtig""-Screen",canvas.Screen,5_0_3_0_0_0_1,2023-01-08T10:27:46.596Z,,qt,Papier,karatasi,,,,,,NaN,d,skipped,,,,1020024.2000000011,1020020.9000000004,,1020024.1000000015,,1020034.978,,3
"""Falsch""-Screen",canvas.Screen,5_0_3_0_0_0_2,2023-01-08T10:27:51.592Z,,qt,Papier,karatasi,0,,,,,4999.800000000047,d,timeout,,,,1025020.3000000007,1025018.112,1020018.312,1020024.7000000011,1020034.978,1025034.778,,3
deep,flow.Sequence,5_0_3_0_0_0,2023-01-08T10:27:51.593Z,,qt,Papier,karatasi,,,,,,9883.478999999934,d,completion,,,,1025020.9000000004,1025018.112,1015117.967,1015149.4000000004,1015134.633,1025034.778,,3
shallow,flow.Sequence,5_0_3_0_0_1,2023-01-08T10:27:51.593Z,,qt,Papier,karatasi,,,,,,NaN,d,skipped,,,,1025021.2000000011,1025018.112,,1025021,,1025034.778,,3
task  ,flow.Sequence,5_0_3_0_0,2023-01-08T10:27:51.593Z,,qt,Papier,karatasi,,,,,,9883.478999999934,d,completion,,,,1025021.3000000007,1025018.112,1015117.967,1015149.4000000004,1015134.633,1025034.778,,3
deep,flow.Sequence,5_0_3_0_1_0,2023-01-08T10:27:51.593Z,,qt,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,NaN,s,skipped,,,,1025021.7000000011,1025018.112,,1025021.5,,1025034.778,,3
Shallow Question,html.Page,5_0_3_0_1_1_0,2023-01-08T10:27:55.612Z,,,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,4005.0220000006957,s,form submission,,maendeleo,,1029040.3000000007,1029039.8000000007,1025018.112,1025021.8000000007,1025034.778,1029051.69,,3
"""Richtig""-Screen",canvas.Screen,5_0_3_0_1_1_1,2023-01-08T10:28:00.609Z,,qt,Entwicklung,maendeleo,1,uangavu,mshindwa,badiliko,,4999.800000000047,s,timeout,,,,1034037.5,1034034.824,1029035.024,1029044,1029051.69,1034051.49,,3
"""Falsch""-Screen",canvas.Screen,5_0_3_0_1_1_2,2023-01-08T10:28:00.614Z,,qt,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,NaN,s,skipped,,,,1034041.9000000004,1034034.824,,1034041.8000000007,,1034051.49,,3
shallow,flow.Sequence,5_0_3_0_1_1,2023-01-08T10:28:00.614Z,,qt,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,9000.045999999973,s,completion,,,,1034042.1000000015,1034034.824,1025018.112,1025021.7000000011,1025034.778,1034051.49,,3
task  ,flow.Sequence,5_0_3_0_1,2023-01-08T10:28:00.614Z,,qt,Entwicklung,maendeleo,,uangavu,mshindwa,badiliko,,9000.045999999973,s,completion,,,,1034042.2000000011,1034034.824,1025018.112,1025021.5,1025034.778,1034051.49,,3
deep,flow.Sequence,5_0_3_0_2_0,2023-01-08T10:28:00.614Z,,qt,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,NaN,s,skipped,,,,1034042.3000000007,1034034.824,,1034042.3000000007,,1034051.49,,3
Shallow Question,html.Page,5_0_3_0_2_1_0,2023-01-08T10:28:05.128Z,,,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,4504.410000000382,s,form submission,,mashtaka,,1038556.3000000007,1038555.9000000004,1034034.824,1034042.4000000004,1034051.49,1038568.615,,3
"""Richtig""-Screen",canvas.Screen,5_0_3_0_2_1_1,2023-01-08T10:28:10.125Z,,qt,Vorwurf,mashtaka,1,msukumo,mtangulizi,uenyekiti,,4999.800000000047,s,timeout,,,,1043553.9000000004,1043551.749,1038551.949,1038558.7000000011,1038568.615,1043568.415,,3
"""Falsch""-Screen",canvas.Screen,5_0_3_0_2_1_2,2023-01-08T10:28:10.129Z,,qt,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,NaN,s,skipped,,,,1043557.6000000015,1043551.749,,1043557.5,,1043568.415,,3
shallow,flow.Sequence,5_0_3_0_2_1,2023-01-08T10:28:10.129Z,,qt,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,9500.258999999962,s,completion,,,,1043557.7000000011,1043551.749,1034034.824,1034042.4000000004,1034051.49,1043568.415,,3
task  ,flow.Sequence,5_0_3_0_2,2023-01-08T10:28:10.130Z,,qt,Vorwurf,mashtaka,,msukumo,mtangulizi,uenyekiti,,9500.258999999962,s,completion,,,,1043557.9000000004,1043551.749,1034034.824,1034042.3000000007,1034051.49,1043568.415,,3
Deep Question,html.Page,5_0_3_0_3_0_0,2023-01-08T10:28:20.776Z,,,System,maongozi,,,,,,10636.28500000108,d,form submission,,kiwango,,1054205,1054204.7000000011,1043551.749,1043558.1000000015,1043568.415,1054218.544,,3
"""Richtig""-Screen",canvas.Screen,5_0_3_0_3_0_1,2023-01-08T10:28:20.779Z,,qt,System,maongozi,,,,,,NaN,d,skipped,,,,1054208,1054204.7000000011,,1054207.9000000004,,1054218.544,,3
"""Falsch""-Screen",canvas.Screen,5_0_3_0_3_0_2,2023-01-08T10:28:25.775Z,,qt,System,maongozi,0,,,,,4999.800000000047,d,timeout,,,,1059203.8000000007,1059201.678,1054201.878,1054208.6000000015,1054218.544,1059218.344,,3
deep,flow.Sequence,5_0_3_0_3_0,2023-01-08T10:28:25.776Z,,qt,System,maongozi,,,,,,15633.263000000035,d,completion,,,,1059204.4000000004,1059201.678,1043551.749,1043558,1043568.415,1059218.344,,3
